0	13.896
1	13.896
2	13.896
3	4.632
4	4.632
5	13.896
6	13.896
7	4.632
8	-4.632
9	-13.896
10	-13.896
11	-4.632
12	-4.632
13	-13.896
14	-13.896
15	-13.896
16	-4.632
17	-4.632
18	4.632
19	4.632
20	13.896
