0	-14.8224
1	-7.4112
2	0
3	0
4	7.4112
5	7.4112
6	14.8224
7	14.8224
8	14.8224
9	14.8224
10	7.4112
11	7.4112
12	0
13	0
14	-7.4112
15	-14.8224
16	-14.8224
17	-7.4112
18	-7.4112
19	-14.8224
20	-14.8224
